title,artist,top genre,year,bpm,energy,danceability,live,valence,duration,acousticness,speechiness,popularity
Me Too,Meghan Trainor,hip pop,2016,124,69,93,48,83,181,10,10,71
Die A Happy Man,Thomas Rhett,contemporary country,2016,166,39,60,12,40,227,42,3,71
Unsteady,X Ambassadors,modern alternative rock,2016,117,67,39,12,20,194,18,6,71
I Know What You Did Last Summer,Shawn Mendes,canadian pop,2016,114,76,69,15,74,224,10,9,71
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,dance pop,2016,163,70,63,11,52,215,1,15,68
Jumpman,Drake,canadian hip hop,2016,142,55,85,33,66,206,6,19,68
Really Really,Kevin Gates,baton rouge rap,2016,119,67,76,13,28,232,0,9,68
LUV,Tory Lanez,canadian hip hop,2016,190,53,54,12,25,229,1,24,67
H.O.L.Y.,Florida Georgia Line,contemporary country,2016,78,67,52,7,56,194,40,3,66
Close,Nick Jonas,dance pop,2016,124,62,65,14,40,234,25,8,66
Panda,Desiigner,pop rap,2016,145,73,69,37,27,248,3,41,65
Cheap Thrills (feat. Sean Paul),Sia,australian dance,2016,90,80,59,8,73,225,6,22,70
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,2016,102,71,66,8,71,198,4,11,81
Cold Water,Major Lazer,dance pop,2016,93,80,61,16,50,185,7,4,66
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,pop,2016,100,56,73,18,35,218,62,13,80
2 Phones,Kevin Gates,baton rouge rap,2016,122,68,90,19,55,240,16,36,65
Lost Boy,Ruth B.,alt z,2016,124,6,71,9,35,275,97,5,68
Same Old Love,Selena Gomez,pop,2016,98,59,67,21,44,229,2,3,67
Don't Mind,Kent Jones,miami hip hop,2016,159,77,46,6,69,198,2,34,63
Sorry,Beyoncé,pop,2016,130,60,78,25,36,233,0,5,63
Watch Me (Whip / Nae Nae),Silentó,chicago bop,2016,140,76,82,32,96,185,25,12,63
Hands To Myself,Selena Gomez,pop,2016,111,51,81,34,44,201,1,12,65
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,girl group,2016,95,79,69,5,76,211,2,5,62
Tiimmy Turner,Desiigner,pop rap,2016,123,73,60,8,30,240,17,4,62
One Call Away,Charlie Puth,pop,2016,91,61,67,12,47,194,40,3,70
Wicked,Future,atl hip hop,2016,158,68,72,39,21,173,0,7,61
All The Way Up (feat. Infared),Fat Joe,bronx hip hop,2016,117,72,54,82,39,192,6,39,60
PILLOWTALK,ZAYN,pop,2016,125,70,59,9,43,204,10,5,76
See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,2016,80,48,69,6,29,230,37,8,82
Broccoli (feat. Lil Yachty),DRAM,trap,2016,146,53,89,6,71,225,24,13,58
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,hip hop,2016,169,79,50,65,74,243,26,32,75
Heathens,Twenty One Pilots,modern rock,2016,90,48,74,10,56,196,9,3,83
No Limit (feat. Young Thug),USHER,atl hip hop,2016,127,52,72,21,28,229,8,6,56
For Free,DJ Khaled,hip hop,2016,104,57,92,15,50,184,2,20,55
Cut It (feat. Young Dolph),O.T. Genasis,southern hip hop,2016,130,67,88,29,23,223,14,9,54
Adventure of a Lifetime,Coldplay,permanent wave,2016,112,92,64,15,53,264,0,4,82
Down In the DM,Yo Gotti,dirty south rap,2016,153,66,78,9,32,183,0,5,53
Gold,Kiiara,alt z,2016,113,41,60,13,41,226,62,34,61
Wildest Dreams,Taylor Swift,pop,2016,140,66,55,11,47,220,7,7,77
On My Mind,Ellie Goulding,indietronica,2016,155,71,70,9,74,213,26,5,63
Pop Style,Drake,canadian hip hop,2016,133,49,79,10,6,209,18,23,58
Ex's & Oh's,Elle King,modern blues rock,2016,140,90,63,5,46,202,2,8,70
Back To Sleep,Chris Brown,r&b,2016,93,64,64,9,70,202,4,22,62
Let It Go,James Bay,neo mellow,2016,147,29,57,11,26,261,81,3,69
Humble And Kind,Tim McGraw,contemporary country,2016,101,48,36,12,14,259,68,3,67
Into You,Ariana Grande,pop,2016,108,73,62,14,37,244,2,11,77
Lean On,Major Lazer,dance pop,2016,98,81,72,56,27,177,0,6,74
Hello,Adele,british soul,2016,79,43,58,9,29,296,33,3,72
Dangerous Woman,Ariana Grande,pop,2016,134,60,66,36,29,236,5,4,78
Never Be Like You (feat. Kai),Flume,australian dance,2016,120,55,56,16,26,233,44,6,72
Side To Side,Ariana Grande,pop,2016,159,74,65,24,61,226,5,23,75
"Sit Still, Look Pretty",Daya,alt z,2016,91,73,85,43,72,208,29,11,62
When We Were Young,Adele,british soul,2016,144,60,38,10,27,291,30,5,75
Hide Away,Daya,alt z,2016,95,83,88,7,47,191,22,9,68
Work,Rihanna,barbadian pop,2016,92,53,72,9,55,219,7,9,77
Needed Me,Rihanna,barbadian pop,2016,111,32,70,8,30,192,11,23,81
Send My Love (To Your New Lover),Adele,british soul,2016,164,53,69,17,57,223,4,9,69
Here,Alessia Cara,canadian contemporary r&b,2016,120,82,38,8,33,199,8,10,69
Perfect,One Direction,boy band,2016,100,82,65,12,40,230,6,7,79
Starboy,The Weeknd,canadian contemporary r&b,2017,186,59,68,14,49,230,14,28,88
Something Just Like This,The Chainsmokers,pop,2017,103,64,62,16,45,247,5,3,87
goosebumps,Travis Scott,rap,2017,130,73,84,15,43,244,8,5,86
Say You Won't Let Go,James Arthur,pop,2017,85,56,36,9,49,211,70,6,86
Believer,Imagine Dragons,modern rock,2017,125,78,78,8,67,204,6,13,86
Unforgettable,French Montana,hip hop,2017,98,77,73,10,73,234,3,12,86
Closer,The Chainsmokers,pop,2017,95,52,75,11,66,245,41,3,85
There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2017,122,81,87,8,97,199,38,6,85
HUMBLE.,Kendrick Lamar,conscious hip hop,2017,150,62,91,10,42,177,0,10,85
Thunder,Imagine Dragons,modern rock,2017,168,82,60,15,29,187,1,4,85
Shape of You,Ed Sheeran,pop,2017,96,65,83,9,93,234,58,8,85
That's What I Like,Bruno Mars,dance pop,2017,134,56,85,9,86,207,1,4,84
Heathens,Twenty One Pilots,modern rock,2017,90,40,73,11,55,196,8,3,83
Treat You Better,Shawn Mendes,canadian pop,2017,83,82,44,11,77,188,11,34,83
Let Me Love You,DJ Snake,dance pop,2017,200,72,48,14,16,206,9,6,83
Too Good At Goodbyes,Sam Smith,pop,2017,92,37,72,17,47,201,64,4,82
Love On The Brain,Rihanna,barbadian pop,2017,172,64,51,8,38,224,7,5,82
XO Tour Llif3,Lil Uzi Vert,hip hop,2017,155,75,73,11,40,183,0,23,82
24K Magic,Bruno Mars,dance pop,2017,107,80,82,15,63,226,3,8,82
rockstar,Post Malone,dfw rap,2017,160,52,59,13,13,218,12,7,81
Young Dumb & Broke,Khalid,pop,2017,137,54,80,17,39,203,20,4,81
Sign of the Times,Harry Styles,pop,2017,120,60,52,11,22,341,3,3,81
Mask Off,Future,atl hip hop,2017,150,43,83,17,28,205,1,43,81
Passionfruit,Drake,canadian hip hop,2017,112,46,81,11,36,299,26,4,81
Redbone,Childish Gambino,atl hip hop,2017,160,35,75,12,60,327,17,10,81
Havana (feat. Young Thug),Camila Cabello,dance pop,2017,105,52,77,13,39,217,18,3,80
Look At Me!,XXXTENTACION,emo rap,2017,139,73,76,10,35,126,26,28,80
Look What You Made Me Do,Taylor Swift,pop,2017,128,71,77,13,51,212,20,12,80
Congratulations,Post Malone,dfw rap,2017,123,80,63,25,49,220,22,4,80
Hurricane,Luke Combs,contemporary country,2017,76,81,46,25,52,223,2,4,80
DNA.,Kendrick Lamar,conscious hip hop,2017,140,52,64,8,42,186,0,36,80
Attention,Charlie Puth,pop,2017,100,61,78,13,80,209,11,5,80
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,pop,2017,118,44,74,21,11,246,6,6,79
Feel It Still,Portugal. The Man,indie rock,2017,79,80,78,7,77,163,4,6,80
Mercy,Shawn Mendes,canadian pop,2017,148,66,55,11,34,209,13,8,78
Magnolia,Playboi Carti,atl hip hop,2017,163,58,79,35,44,182,1,29,78
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,hip hop,2017,98,67,67,12,63,204,3,7,78
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,conscious hip hop,2017,111,54,66,20,42,227,3,6,77
Castle on the Hill,Ed Sheeran,pop,2017,135,83,46,14,47,261,2,10,77
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,pop,2017,102,76,72,18,74,251,41,5,77
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,melodic rap,2017,129,81,84,12,81,209,50,6,77
I Feel It Coming,The Weeknd,canadian contemporary r&b,2017,93,82,77,7,59,269,43,12,76
Love Galore (feat. Travis Scott),SZA,pop,2017,135,59,80,16,41,275,11,7,76
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,dance pop,2017,113,83,67,19,70,236,1,8,76
Scars To Your Beautiful,Alessia Cara,canadian contemporary r&b,2017,194,74,32,11,45,230,3,27,76
Slow Hands,Niall Horan,pop,2017,86,42,74,6,85,188,1,5,75
It Ain't Me (with Selena Gomez),Kygo,edm,2017,100,53,64,9,52,221,12,7,75
Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,2017,104,80,74,25,51,231,50,5,75
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,dance pop,2017,101,75,89,9,87,223,6,6,75
Side To Side,Ariana Grande,pop,2017,159,74,65,24,61,226,5,23,75
Stay,Zedd,complextro,2017,102,62,69,12,54,210,25,6,74
What About Us,P!nk,dance pop,2017,114,59,39,9,19,272,3,6,74
Location,Khalid,pop,2017,80,45,74,9,33,219,33,43,74
Bank Account,21 Savage,atl hip hop,2017,75,35,88,9,38,220,2,35,74
Paris,The Chainsmokers,pop,2017,100,66,65,9,22,222,2,3,73
Black Beatles,Rae Sremmurd,melodic rap,2017,146,63,79,13,36,292,14,6,73
Malibu,Miley Cyrus,pop,2017,140,78,57,8,34,232,8,6,73
What Lovers Do (feat. SZA),Maroon 5,pop,2017,110,60,80,10,42,200,8,6,73
Tunnel Vision,Kodak Black,florida drill,2017,172,49,50,12,23,268,6,29,73
Issues,Julia Michaels,pop,2017,114,42,73,6,46,176,40,6,73
1-800-273-8255,Logic,conscious hip hop,2017,100,57,62,19,36,250,57,5,72
Starving,Hailee Steinfeld,pop,2017,100,62,73,11,51,182,38,6,72
Sorry Not Sorry,Demi Lovato,pop,2017,144,64,71,26,88,204,2,23,72
In Case You Didn't Know,Brett Young,contemporary country,2017,148,54,61,10,44,225,39,3,72
Body Like A Back Road,Sam Hunt,contemporary country,2017,99,46,73,14,66,165,45,3,71
Swang,Rae Sremmurd,melodic rap,2017,140,31,68,10,17,208,20,6,71
Bad and Boujee (feat. Lil Uzi Vert),Migos,atl hip hop,2017,127,67,93,12,17,343,6,24,71
What Ifs (feat. Lauren Alaina),Kane Brown,black americana,2017,126,80,61,17,69,188,1,3,71
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,hip hop,2017,81,67,61,17,81,289,6,4,71
Despacito - Remix,Luis Fonsi,latin pop,2017,178,82,65,10,82,229,23,17,70
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,dance pop,2017,98,79,69,20,75,216,15,12,70
Bodak Yellow,Cardi B,pop,2017,125,72,93,35,46,224,7,11,70
Bad Things (with Camila Cabello),mgk,ohio hip hop,2017,138,69,70,19,31,239,21,15,69
Cold (feat. Future),Maroon 5,pop,2017,100,72,69,5,41,234,14,11,69
Fake Love,Drake,canadian hip hop,2017,134,48,93,18,61,211,11,29,69
Caroline,Aminé,pop rap,2017,120,34,94,26,71,210,17,51,69
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,pop,2017,100,61,78,10,42,214,34,7,68
Strip That Down,Liam Payne,pop,2017,106,50,87,8,54,205,22,6,68
iSpy (feat. Lil Yachty),KYLE,deep underground hip hop,2017,75,65,75,23,67,253,38,29,68
Chained To The Rhythm,Katy Perry,pop,2017,95,80,56,20,47,238,8,11,68
I Get the Bag (feat. Migos),Gucci Mane,atl hip hop,2017,140,63,89,10,43,233,2,17,68
Water Under The Bridge,Adele,british soul,2017,95,83,59,11,54,240,1,6,68
Both (feat. Drake),Gucci Mane,atl hip hop,2017,140,41,85,7,34,190,12,23,67
do re mi,blackbear,alt z,2017,111,59,75,12,17,212,1,5,67
Rolex,Ayo & Teo,trap,2017,145,89,80,27,79,239,8,4,67
Small Town Boy,Dustin Lynch,contemporary country,2017,73,74,56,36,67,206,3,3,66
Slippery (feat. Gucci Mane),Migos,atl hip hop,2017,142,68,92,10,75,304,31,26,65
Praying,Kesha,dance pop,2017,73,39,54,11,30,230,49,3,65
Bounce Back,Big Sean,detroit hip hop,2017,82,57,79,13,27,222,11,13,65
T-Shirt,Migos,atl hip hop,2017,139,69,87,16,49,242,24,22,64
All Time Low,Jon Bellion,indie pop rap,2017,90,57,62,9,51,218,6,8,64
No Promises (feat. Demi Lovato),Cheat Codes,edm,2017,113,67,74,11,60,224,6,13,63
Rake It Up (feat. Nicki Minaj),Yo Gotti,dirty south rap,2017,150,44,91,14,53,276,2,34,62
The Fighter,Keith Urban,contemporary country,2017,132,86,68,19,76,184,2,5,60
Now Or Never,Halsey,electropop,2017,110,59,67,13,45,215,11,4,60
Mi Gente (feat. Beyoncé),J Balvin,reggaeton,2017,105,72,76,23,47,210,2,8,59
Broccoli (feat. Lil Yachty),DRAM,trap,2017,146,53,89,6,71,225,24,13,58
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,viral trap,2017,161,89,81,39,78,144,0,28,56
Everyday We Lit (feat. PnB Rock),YFN Lucci,arkansas hip hop,2017,156,65,76,8,59,197,13,11,56
Down,Marian Hill,electropop,2017,113,36,68,12,7,198,68,13,55
All The Stars (with SZA),Kendrick Lamar,conscious hip hop,2018,97,63,70,9,56,232,6,6,86
Believer,Imagine Dragons,modern rock,2018,125,78,78,8,67,204,6,13,86
Perfect,Ed Sheeran,pop,2018,95,45,60,11,17,263,16,2,85
Thunder,Imagine Dragons,modern rock,2018,168,82,60,15,29,187,1,4,85
Shape of You,Ed Sheeran,pop,2018,96,65,83,9,93,234,58,8,85
Ric Flair Drip (with Metro Boomin),Offset,atl hip hop,2018,100,43,88,11,33,173,15,21,84
One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,8,59,215,4,11,84
LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,2018,126,59,80,15,78,213,26,9,83
Happier,Marshmello,brostep,2018,100,79,69,17,67,214,19,5,83
Call Out My Name,The Weeknd,canadian contemporary r&b,2018,134,59,46,31,17,228,17,4,83
Whatever It Takes,Imagine Dragons,modern rock,2018,135,66,67,12,56,201,4,3,82
Moonlight,XXXTENTACION,emo rap,2018,128,54,92,10,71,135,56,8,82
Too Good At Goodbyes,Sam Smith,pop,2018,92,37,72,17,47,201,64,4,82
Lucid Dreams,Juice WRLD,chicago rap,2018,84,57,51,34,22,240,35,20,82
God's Plan,Drake,canadian hip hop,2018,77,45,75,55,36,199,3,11,81
rockstar (feat. 21 Savage),Post Malone,dfw rap,2018,160,52,59,13,13,218,12,7,81
New Rules,Dua Lipa,dance pop,2018,116,70,76,15,61,209,0,7,81
SICKO MODE,Travis Scott,rap,2018,155,73,83,12,45,313,1,22,81
Young Dumb & Broke,Khalid,pop,2018,137,54,80,17,39,203,20,4,81
Havana (feat. Young Thug),Camila Cabello,dance pop,2018,105,52,77,13,39,217,18,3,80
Delicate,Taylor Swift,pop,2018,95,40,75,9,5,232,22,7,80
Youngblood,5 Seconds of Summer,boy band,2018,120,85,60,12,15,203,2,46,80
Natural,Imagine Dragons,modern rock,2018,100,61,70,8,22,189,22,4,80
Feel It Still,Portugal. The Man,indie rock,2018,79,80,80,7,75,163,4,5,80
I Like Me Better,Lauv,pop,2018,92,51,75,10,42,197,53,26,79
Better Now,Post Malone,dfw rap,2018,145,58,67,14,34,231,33,4,79
SAD!,XXXTENTACION,emo rap,2018,75,61,74,12,47,167,26,14,79
X,Nicky Jam,latin hip hop,2018,180,75,59,30,69,173,3,6,78
I Like It,Cardi B,pop,2018,136,73,82,37,65,253,10,13,77
The Middle,Zedd,complextro,2018,107,66,75,11,44,185,17,4,77
Yes Indeed,Lil Baby,atl hip hop,2018,120,35,96,11,56,142,4,53,77
Let You Down,NF,hip hop,2018,148,71,66,18,46,212,31,12,77
Eastside (with Halsey & Khalid),benny blanco,pop,2018,89,68,56,12,32,174,56,32,77
Nice For What,Drake,canadian hip hop,2018,93,91,59,12,76,211,9,7,76
Never Be the Same,Camila Cabello,dance pop,2018,130,71,64,14,24,227,18,7,76
I Fall Apart,Post Malone,dfw rap,2018,144,54,56,20,29,223,7,4,76
Him & I (with Halsey),G-Eazy,indie pop rap,2018,88,73,59,31,19,269,5,9,76
IDGAF,Dua Lipa,dance pop,2018,97,54,84,8,51,218,4,9,76
no tears left to cry,Ariana Grande,pop,2018,122,71,70,29,35,206,4,6,75
FRIENDS,Marshmello,brostep,2018,95,88,63,13,53,203,21,5,75
Nonstop,Drake,canadian hip hop,2018,155,41,91,10,42,239,2,12,75
Wolves,Selena Gomez,pop,2018,125,80,73,20,31,198,12,4,75
changes,XXXTENTACION,emo rap,2018,65,31,67,10,52,122,88,3,75
Pray For Me (with Kendrick Lamar),The Weeknd,canadian contemporary r&b,2018,101,68,74,11,19,211,8,9,75
Psycho (feat. Ty Dolla $ign),Post Malone,dfw rap,2018,140,56,75,11,46,221,55,11,74
Mine,Bazzi,pop,2018,143,79,71,45,72,131,2,7,74
God is a woman,Ariana Grande,pop,2018,145,66,60,24,27,198,2,6,74
One Number Away,Luke Combs,contemporary country,2018,144,78,54,19,53,222,1,3,74
Taste (feat. Offset),Tyga,hip hop,2018,98,56,88,10,34,233,2,12,74
Finesse - Remix; feat. Cardi B,Bruno Mars,dance pop,2018,105,86,70,2,93,217,2,10,73
Te Boté - Remix,Nio Garcia,reggaeton,2018,97,68,90,6,44,418,54,21,73
What Lovers Do (feat. SZA),Maroon 5,pop,2018,110,60,80,10,42,200,8,6,73
In My Feelings,Drake,canadian hip hop,2018,91,63,84,40,35,218,6,13,72
Stir Fry,Migos,atl hip hop,2018,182,82,82,16,51,190,0,27,72
Sky Walker (feat. Travis Scott),Miguel,r&b,2018,146,51,67,9,18,259,17,4,72
1-800-273-8255,Logic,conscious hip hop,2018,100,57,62,19,36,250,57,5,72
You Make It Easy,Jason Aldean,contemporary country,2018,132,57,54,10,51,193,16,3,72
Sorry Not Sorry,Demi Lovato,pop,2018,144,64,71,26,88,204,2,23,72
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,dance pop,2018,154,78,64,8,58,164,5,9,71
Love Lies (with Normani),Khalid,pop,2018,144,65,71,13,34,202,10,4,71
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,pop,2018,102,73,60,12,51,208,9,5,71
Walk It Talk It,Migos,atl hip hop,2018,146,63,91,11,40,276,9,18,71
In My Blood,Shawn Mendes,canadian pop,2018,140,71,62,13,49,211,6,7,71
How Long,Charlie Puth,pop,2018,110,56,85,4,81,201,21,8,71
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,pop,2018,125,54,78,13,45,236,57,7,71
Tequila,Dan + Shay,contemporary country,2018,86,59,47,13,50,196,3,3,71
Heaven,Kane Brown,black americana,2018,80,56,68,11,52,180,26,3,70
Bodak Yellow,Cardi B,pop,2018,125,70,93,23,49,224,7,10,70
Trip,Ella Mai,r&b,2018,80,61,48,11,36,214,22,14,70
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,conscious hip hop,2018,82,72,57,16,41,225,0,32,70
Freaky Friday (feat. Chris Brown),Lil Dicky,comedy rap,2018,133,60,76,11,76,217,15,22,70
Simple,Florida Georgia Line,contemporary country,2018,200,88,36,15,86,185,8,10,70
Dura,Daddy Yankee,latin hip hop,2018,95,84,78,41,84,200,17,5,69
Outside Today,YoungBoy Never Broke Again,baton rouge rap,2018,134,67,85,11,6,129,14,7,69
Bad At Love,Halsey,electropop,2018,118,75,68,9,61,181,6,3,69
I Get the Bag (feat. Migos),Gucci Mane,atl hip hop,2018,140,63,89,10,43,233,2,17,68
Say Something (feat. Chris Stapleton),Justin Timberlake,dance pop,2018,97,63,71,8,37,279,10,8,68
Get Along,Kenny Chesney,contemporary country,2018,92,81,60,17,32,200,10,5,68
Look Alive (feat. Drake),BlocBoy JB,memphis hip hop,2018,140,58,92,11,61,181,0,32,68
This Is America,Childish Gambino,atl hip hop,2018,120,46,85,35,55,226,12,14,67
Be Careful,Cardi B,pop,2018,152,57,82,10,54,211,3,41,67
Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,hip hop,2018,170,84,79,26,38,203,6,27,67
No Limit,G-Eazy,indie pop rap,2018,176,77,84,9,41,245,1,24,67
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,emo rap,2018,126,38,93,12,39,179,9,41,67
MotorSport,Migos,atl hip hop,2018,138,52,90,33,19,303,3,18,66
Plug Walk,Rich The Kid,atl hip hop,2018,95,52,87,11,15,175,20,18,66
Boo'd Up,Ella Mai,r&b,2018,82,84,57,8,23,239,16,7,66
Marry Me,Thomas Rhett,contemporary country,2018,85,41,58,11,50,205,10,2,65
Mercy,Brett Young,contemporary country,2018,72,37,64,10,22,217,84,3,65
I'm Upset,Drake,canadian hip hop,2018,150,59,90,8,49,214,28,34,62
GUMMO,6ix9ine,emo rap,2018,78,77,69,14,67,158,5,16,62
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,cali rap,2018,204,35,75,9,11,237,1,34,61
No Brainer,DJ Khaled,hip hop,2018,136,76,55,9,64,260,7,34,61
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,melodic rap,2018,174,83,71,12,59,332,2,15,60
Gucci Gang,Lil Pump,emo rap,2018,120,52,94,12,70,124,24,6,59
Bartier Cardi (feat. 21 Savage),Cardi B,pop,2018,138,52,91,38,11,224,0,18,59
Mi Gente (feat. Beyoncé),J Balvin,reggaeton,2018,105,72,76,23,47,210,2,8,59
Wait,Maroon 5,pop,2018,126,60,66,11,44,191,9,5,58
Lemon,N.E.R.D,hip hop,2018,95,73,92,12,20,220,0,9,57
Lights Down Low,MAX,singer-songwriter pop,2018,81,57,62,12,64,225,5,5,56
Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,11,45,182,75,3,87
Circles,Post Malone,dfw rap,2019,120,76,70,9,55,215,19,4,85
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,90,48,76,7,91,158,55,5,84
Happier,Marshmello,brostep,2019,100,79,69,17,67,214,19,5,83
Shallow,Lady Gaga,art pop,2019,96,39,58,23,33,216,37,3,82
Ransom,Lil Tecca,melodic rap,2019,180,64,75,7,23,131,2,29,82
when the party's over,Billie Eilish,art pop,2019,83,11,37,9,20,196,98,10,82
Lucid Dreams,Juice WRLD,chicago rap,2019,84,57,51,34,22,240,35,20,82
bad guy,Billie Eilish,art pop,2019,135,43,70,10,56,194,33,38,81
7 rings,Ariana Grande,pop,2019,140,32,78,9,33,179,59,31,81
SICKO MODE,Travis Scott,rap,2019,155,73,83,12,45,313,1,22,81
High Hopes,Panic! At The Disco,pop,2019,82,90,58,6,68,191,19,6,81
Beautiful Crazy,Luke Combs,contemporary country,2019,103,40,55,9,38,193,68,3,81
Sweet but Psycho,Ava Max,pop,2019,133,71,72,17,62,187,7,5,81
Beer Never Broke My Heart,Luke Combs,contemporary country,2019,77,86,54,9,64,187,1,5,81
Drip Too Hard (Lil Baby & Gunna),Lil Baby,atl hip hop,2019,113,66,90,53,39,146,9,29,80
Youngblood,5 Seconds of Summer,boy band,2019,120,85,60,12,15,203,2,46,80
You Need To Calm Down,Taylor Swift,pop,2019,85,67,77,6,71,171,1,6,80
Whiskey Glasses,Morgan Wallen,contemporary country,2019,150,68,61,12,71,234,37,3,80
Wow.,Post Malone,dfw rap,2019,100,54,83,10,39,150,14,21,79
Better Now,Post Malone,dfw rap,2019,145,58,67,14,34,231,33,4,79
Señorita,Shawn Mendes,canadian pop,2019,117,54,76,9,75,191,4,3,79
Without Me,Halsey,electropop,2019,136,49,75,9,53,202,30,7,79
"thank u, next",Ariana Grande,pop,2019,107,65,72,10,41,207,23,6,78
MIDDLE CHILD,J. Cole,conscious hip hop,2019,124,36,84,27,46,214,15,28,78
Con Calma,Daddy Yankee,latin hip hop,2019,94,86,74,6,66,193,11,6,78
Sucker,Jonas Brothers,boy band,2019,138,73,84,11,95,181,4,6,78
Going Bad (feat. Drake),Meek Mill,hip hop,2019,86,50,89,25,54,181,26,9,77
Look Back at It,A Boogie Wit da Hoodie,melodic rap,2019,96,59,79,15,54,179,41,4,77
a lot,21 Savage,atl hip hop,2019,146,64,84,34,27,289,4,9,77
I Like It,Cardi B,pop,2019,136,73,82,37,65,253,10,13,77
Be Alright,Dean Lewis,australian pop,2019,127,59,55,8,44,196,70,4,77
Eastside (with Halsey & Khalid),benny blanco,pop,2019,89,68,56,12,32,174,56,32,77
Robbery,Juice WRLD,chicago rap,2019,80,69,62,15,57,240,33,5,77
Goodbyes (feat. Young Thug),Post Malone,dfw rap,2019,150,65,55,10,16,175,46,8,76
ZEZE (feat. Travis Scott & Offset),Kodak Black,florida drill,2019,98,60,86,9,50,229,5,18,76
Mo Bamba,Sheck Wes,pop rap,2019,146,63,73,25,26,184,19,3,76
boyfriend (with Social House),Ariana Grande,pop,2019,190,80,40,16,70,186,12,46,76
Wake Up in the Sky,Gucci Mane,atl hip hop,2019,143,58,80,36,37,205,0,5,76
Murder on My Mind,YNW Melly,melodic rap,2019,115,65,76,11,72,270,18,5,76
Better,Khalid,pop,2019,98,56,68,12,15,229,9,6,76
No Guidance (feat. Drake),Chris Brown,r&b,2019,93,45,70,16,14,261,12,15,76
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,pop,2019,182,83,61,12,73,193,3,6,75
Baby Shark,Pinkfong,cartoon,2019,115,89,83,6,78,81,26,11,75
Rumor,Lee Brice,contemporary country,2019,141,56,66,12,60,198,75,5,75
Dancing With A Stranger (with Normani),Sam Smith,pop,2019,103,52,74,22,35,171,45,7,75
Money In The Grave (Drake ft. Rick Ross),Drake,canadian hip hop,2019,101,50,83,12,10,205,10,5,74
Please Me,Cardi B,pop,2019,134,57,75,8,65,201,6,8,74
Pop Out (feat. Lil Tjay),Polo G,chicago rap,2019,168,64,77,7,26,167,15,47,74
Old Town Road - Remix,Lil Nas X,lgbtq+ hip hop,2019,136,62,88,11,64,157,5,10,73
I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,102,68,80,9,84,220,9,4,73
"break up with your girlfriend, i'm bored",Ariana Grande,pop,2019,170,55,73,11,34,190,4,9,73
bury a friend,Billie Eilish,art pop,2019,120,39,91,11,20,193,74,33,73
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,dance pop,2019,96,80,84,6,62,213,16,23,72
You Say,Lauren Daigle,ccm,2019,148,63,49,9,8,275,68,3,72
Baby (Lil Baby feat. DaBaby),Quality Control,melodic rap,2019,108,46,97,15,46,142,10,37,72
Beautiful (feat. Camila Cabello),Bazzi,pop,2019,100,72,64,11,25,180,35,3,72
Pure Water (with Migos),Mustard,cali rap,2019,202,56,68,34,14,192,18,13,71
My Type,Saweetie,cali rap,2019,105,81,90,7,59,126,0,26,71
Love Lies (with Normani),Khalid,pop,2019,144,65,71,13,34,202,10,4,71
If I Can't Have You,Shawn Mendes,canadian pop,2019,124,81,69,15,86,191,52,6,71
